Country,Country Code,Series,Series Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
United Kingdom,GBR,SABER: (Teachers) Policy Goal 1 Lever 2: Is there useful guidance on the use of teachers' working time?,SABER.TECH.GOAL1.LVL2,,,,,,,,,,,,,,,
United Kingdom,GBR,SABER: (School Autonomy Accountability) Policy Goal 2 Lever 1: Autonomy in teacher appointment and deployment decisions,SABER.SCH.ATNM.GOAL2.LVL1,,,,,,,,,,,,,,,
United Kingdom,GBR,SABER: (School Autonomy Accountability) Policy Goal 1 Lever 3: Legal authority over the management of teacher salaries,SABER.SCH.ATNM.GOAL1.LVL3,,,,,,,,,,,,,,,
United Kingdom,GBR,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 4: Teacher dismissal,SABER.PRVT.GOAL1.LVL4,,,,,,,,,,,,,,,
United Kingdom,GBR,SABER: (Teachers) Policy Goal 7 Lever 1: Are there opportunities for professional development?,SABER.TECH.GOAL7.LVL1,,,,,,,,,,,,,,,
United States,USA,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,482.88503847,,,474.352157500162,,,487.396520406538,,,481.366786279212,,,
United States,USA,PISA: Mean performance on the science scale,LO.PISA.SCI,,,491.26346276,,,488.906836775351,,,502.002265007935,,,497.409811483087,,,
United States,USA,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,28681,29513,30339.364,32703,33520.575,34894.918575,35906.871213675,35998.93,36501.59,36857.83,37594.81,36332.97,41605.7,,
United States,USA,Pupil-teacher ratio in secondary education (headcount basis),SE.SEC.ENRL.TC.ZS,15.16271,14.88345,14.91553,14.97542,14.94408,14.61822,14.56391,14.37659,13.96017,13.75943,14.49056,14.66372,14.69574,,
United States,USA,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,28693,29525,30351.7,31439,32224.975,33546.198975,34519.038745275,35914.62,36416.1,36771.51,37506.76,36993.47,43324.45,,
United States,USA,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,28806,29641,30470.948,31578,32367.45,33694.51545,34671.65639805,36398.4,36906.63,37266.83,38011.99,38433.2,42695,,
United States,USA,Pupil-teacher ratio in lower secondary education (headcount basis),UIS.PTRHC.2,16.21525,14.85679,14.84469,14.56443,14.5036,14.16364,14.10456,13.81873,13.70086,13.38411,14.52377,14.6739,14.71113,,
United States,USA,Pupil-teacher ratio in upper secondary education (headcount basis),UIS.PTRHC.3,14.07613,14.91518,15.00045,15.49281,15.49403,15.17076,15.10935,15.03572,14.25145,14.18406,14.45586,14.65302,14.67932,,
United States,USA,"Teachers in lower secondary education, both sexes (number)",UIS.T.2,773423,846815,871884,900065,907790,921479,921789,930249,929394,933309,854112,843278,846232.75,,
United States,USA,"Teachers in upper secondary education, both sexes (number)",UIS.T.3,749197,711715,727419,714967,727100,758091,776314,787327,827359,824960,816927,801764,793389.1875,,
United States,USA,"Percentage of teachers in upper secondary education who are trained, both sexes (%)",UIS.TRTP.3,,,,,,,,,,,,,,,
United States,USA,"Percentage of teachers in lower secondary education who are trained, both sexes (%)",UIS.TRTP.2,,,,,,,,,,,,,,,
United States,USA,Government expenditure per secondary student as % of GDP per capita (%),SE.XPD.SECO.PC.ZS,22.98878,23.42851,24.50678,23.34804,21.91285,23.22383,23.28169,23.94148,24.47054,24.34056,23.93978,22.81436,,,
United States,USA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,10621824000000,10977514000000,11510670000000,12274928000000,13093726000000,13855888000000,14477635000000,14718582000000,14418739000000,14964372000000,15517926000000,16163158000000,16768053000000,17419000000000,
United States,USA,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 3: Teacher salaries,SABER.PRVT.GOAL1.LVL3,,,,,,,,,,,,,,,
United States,USA,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 1: Teacher standards,SABER.PRVT.GOAL1.LVL1,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 2 Lever 1: Are entry requirements set up to attract talented candidates?,SABER.TECH.GOAL2.LVL1,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 2 Lever 2: Is teacher pay appealing for talented candidates?,SABER.TECH.GOAL2.LVL2,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 2 Lever 3: Are working conditions appealing for talented applicants?,SABER.TECH.GOAL2.LVL3,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 2 Lever 4: Are there attractive career opportunities?,SABER.TECH.GOAL2.LVL4,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 8: Motivating teachers to perform,SABER.TECH.GOAL8,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 8 Lever 3: Is teacher compensation linked to performance?,SABER.TECH.GOAL8.LVL3,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 8 Lever 2: Are there mechanisms to hold teachers accountable?,SABER.TECH.GOAL8.LVL2,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 8 Lever 1: Are career opportunities linked to performance?,SABER.TECH.GOAL8.LVL1,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 7: Supporting teachers to improve instruction,SABER.TECH.GOAL7,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 7 Lever 3: Is teacher professional development assigned based on perceived needs?,SABER.TECH.GOAL7.LVL3,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 7 Lever 2: Is teacher professional development collaborative and focused on instructional improvement?,SABER.TECH.GOAL7.LVL2,,,,,,,,,,,,,,,
United States,USA,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 2: Teacher appointment and deployment,SABER.PRVT.GOAL1.LVL2,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 6: Monitoring teaching and learning,SABER.TECH.GOAL6,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 6 Lever 3: Are there multiple mechanisms to evaluate teacher performance?,SABER.TECH.GOAL6.LVL3,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 6 Lever 2: Are there systems in place to monitor teacher performance?,SABER.TECH.GOAL6.LVL2,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 6 Lever 1: Are there systems in place to assess student learning in order to inform teaching and policy?,SABER.TECH.GOAL6.LVL1,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 5: Leading teachers with strong principals,SABER.TECH.GOAL5,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 5 Lever 2: Are principals expected to support and improve instructional practice?,SABER.TECH.GOAL5.LVL2,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 5 Lever 1: Does the education system invest in developing qualified school leaders?,SABER.TECH.GOAL5.LVL1,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 4: Matching teachers' skills with students' needs,SABER.TECH.GOAL4,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 4 Lever 2: Are there incentives for teachers to teach critical shortage subjects?,SABER.TECH.GOAL4.LVL2,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 4 Lever 1: Are there incentives for teachers to work at hard-to-staff schools?,SABER.TECH.GOAL4.LVL1,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 3: Preparing teachers with useful Training and experience,SABER.TECH.GOAL3,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 3 Lever 2: To what extent are teacher-entrants required to be familiar with classroom practice?,SABER.TECH.GOAL3.LVL2,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 3 Lever 1: Are there minimum standards for pre-service teaching education programs?,SABER.TECH.GOAL3.LVL1,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 2: Attracting the best into teaching,SABER.TECH.GOAL2,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 1: Setting clear expectations for teachers,SABER.TECH.GOAL1,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 1 Lever 1: Are there clear expectations for teachers?,SABER.TECH.GOAL1.LVL1,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 1 Lever 2: Is there useful guidance on the use of teachers' working time?,SABER.TECH.GOAL1.LVL2,,,,,,,,,,,,,,,
United States,USA,SABER: (School Autonomy Accountability) Policy Goal 2 Lever 1: Autonomy in teacher appointment and deployment decisions,SABER.SCH.ATNM.GOAL2.LVL1,,,,,,,,,,,,,,,
United States,USA,SABER: (School Autonomy Accountability) Policy Goal 1 Lever 3: Legal authority over the management of teacher salaries,SABER.SCH.ATNM.GOAL1.LVL3,,,,,,,,,,,,,,,
United States,USA,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 4: Teacher dismissal,SABER.PRVT.GOAL1.LVL4,,,,,,,,,,,,,,,
United States,USA,SABER: (Teachers) Policy Goal 7 Lever 1: Are there opportunities for professional development?,SABER.TECH.GOAL7.LVL1,,,,,,,,,,,,,,,
Upper middle income,UMC,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,,,,,,,
Upper middle income,UMC,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,,,,,,,
Upper middle income,UMC,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,,,,,,,,,,,,,,,
Upper middle income,UMC,Pupil-teacher ratio in secondary education (headcount basis),SE.SEC.ENRL.TC.ZS,18.75688,18.5554,18.03691,17.86532,17.6493,17.43848,16.86092,16.39276,16.15268,15.92569,15.68363,15.23699,15.84124,,
Upper middle income,UMC,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,,,,,,,,,,,,,,,
Upper middle income,UMC,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,,,,,,,,,,,,,,,
Upper middle income,UMC,Pupil-teacher ratio in lower secondary education (headcount basis),UIS.PTRHC.2,18.72538,18.55493,18.66216,18.2586,17.85076,17.47135,17.28691,16.81788,16.52327,16.1988,15.86585,15.43604,15.39985,,
Upper middle income,UMC,Pupil-teacher ratio in upper secondary education (headcount basis),UIS.PTRHC.3,18.82156,18.55632,16.96126,17.21412,17.32307,17.38817,16.27895,15.8352,15.67304,15.57599,15.45274,14.99094,16.4128,,
Upper middle income,UMC,"Teachers in lower secondary education, both sexes (number)",UIS.T.2,6530743.5,6787086.5,6765465,6900269,6980427,6945821.5,6867596.5,6950661,7010541,7045544,7074163.5,7109913.5,7109931.5,,
Upper middle income,UMC,"Teachers in upper secondary education, both sexes (number)",UIS.T.3,3180266,3401900.25,3932601,4167349.75,4310773.5,4537708.5,5026851.5,5299564.5,5416640.5,5502377.5,5582754,5751747,5490637.5,,
Upper middle income,UMC,"Percentage of teachers in upper secondary education who are trained, both sexes (%)",UIS.TRTP.3,,,,,,,,,,,,,,,
Upper middle income,UMC,"Percentage of teachers in lower secondary education who are trained, both sexes (%)",UIS.TRTP.2,,,,,,,,,,,,,,,
Upper middle income,UMC,Government expenditure per secondary student as % of GDP per capita (%),SE.XPD.SECO.PC.ZS,,,,,,,,,,,,,,,
Upper middle income,UMC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,11262966758095.2,12044503721699.2,12951573984461.3,14416310764489.7,16058043495259.2,18077100823412.8,20315819141181.3,22161155695673.6,23246956426187.5,25491594787427.9,27769691934374.3,29758268251071.9,31756515833577.1,33747482721773.8,
Upper middle income,UMC,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 3: Teacher salaries,SABER.PRVT.GOAL1.LVL3,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 1: Teacher standards,SABER.PRVT.GOAL1.LVL1,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 2 Lever 1: Are entry requirements set up to attract talented candidates?,SABER.TECH.GOAL2.LVL1,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 2 Lever 2: Is teacher pay appealing for talented candidates?,SABER.TECH.GOAL2.LVL2,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 2 Lever 3: Are working conditions appealing for talented applicants?,SABER.TECH.GOAL2.LVL3,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 2 Lever 4: Are there attractive career opportunities?,SABER.TECH.GOAL2.LVL4,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 8: Motivating teachers to perform,SABER.TECH.GOAL8,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 8 Lever 3: Is teacher compensation linked to performance?,SABER.TECH.GOAL8.LVL3,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 8 Lever 2: Are there mechanisms to hold teachers accountable?,SABER.TECH.GOAL8.LVL2,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 8 Lever 1: Are career opportunities linked to performance?,SABER.TECH.GOAL8.LVL1,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 7: Supporting teachers to improve instruction,SABER.TECH.GOAL7,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 7 Lever 3: Is teacher professional development assigned based on perceived needs?,SABER.TECH.GOAL7.LVL3,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 7 Lever 2: Is teacher professional development collaborative and focused on instructional improvement?,SABER.TECH.GOAL7.LVL2,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 2: Teacher appointment and deployment,SABER.PRVT.GOAL1.LVL2,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 6: Monitoring teaching and learning,SABER.TECH.GOAL6,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 6 Lever 3: Are there multiple mechanisms to evaluate teacher performance?,SABER.TECH.GOAL6.LVL3,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 6 Lever 2: Are there systems in place to monitor teacher performance?,SABER.TECH.GOAL6.LVL2,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 6 Lever 1: Are there systems in place to assess student learning in order to inform teaching and policy?,SABER.TECH.GOAL6.LVL1,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 5: Leading teachers with strong principals,SABER.TECH.GOAL5,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 5 Lever 2: Are principals expected to support and improve instructional practice?,SABER.TECH.GOAL5.LVL2,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 5 Lever 1: Does the education system invest in developing qualified school leaders?,SABER.TECH.GOAL5.LVL1,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 4: Matching teachers' skills with students' needs,SABER.TECH.GOAL4,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 4 Lever 2: Are there incentives for teachers to teach critical shortage subjects?,SABER.TECH.GOAL4.LVL2,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 4 Lever 1: Are there incentives for teachers to work at hard-to-staff schools?,SABER.TECH.GOAL4.LVL1,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 3: Preparing teachers with useful Training and experience,SABER.TECH.GOAL3,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 3 Lever 2: To what extent are teacher-entrants required to be familiar with classroom practice?,SABER.TECH.GOAL3.LVL2,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 3 Lever 1: Are there minimum standards for pre-service teaching education programs?,SABER.TECH.GOAL3.LVL1,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 2: Attracting the best into teaching,SABER.TECH.GOAL2,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 1: Setting clear expectations for teachers,SABER.TECH.GOAL1,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 1 Lever 1: Are there clear expectations for teachers?,SABER.TECH.GOAL1.LVL1,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 1 Lever 2: Is there useful guidance on the use of teachers' working time?,SABER.TECH.GOAL1.LVL2,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (School Autonomy Accountability) Policy Goal 2 Lever 1: Autonomy in teacher appointment and deployment decisions,SABER.SCH.ATNM.GOAL2.LVL1,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (School Autonomy Accountability) Policy Goal 1 Lever 3: Legal authority over the management of teacher salaries,SABER.SCH.ATNM.GOAL1.LVL3,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 4: Teacher dismissal,SABER.PRVT.GOAL1.LVL4,,,,,,,,,,,,,,,
Upper middle income,UMC,SABER: (Teachers) Policy Goal 7 Lever 1: Are there opportunities for professional development?,SABER.TECH.GOAL7.LVL1,,,,,,,,,,,,,,,
Uruguay,URY,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,422.19987928,,,426.79904085015,,,426.723772663418,,,409.291567937716,,,
Uruguay,URY,PISA: Mean performance on the science scale,LO.PISA.SCI,,,438.37301269,,,428.133884760905,,,427.214249705468,,,415.842935489846,,,
Uruguay,URY,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,5733.91304347826,4850.35175879397,,,,,,,,,,,,,
Uruguay,URY,Pupil-teacher ratio in secondary education (headcount basis),SE.SEC.ENRL.TC.ZS,14.07179,,14.81555,,14.60478,15.40865,13.79812,12.619,12.42639,11.31867,,,,,
Uruguay,URY,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,5733.91304347826,4850.35175879397,,,,,,,,,,,,,
Uruguay,URY,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,6239.87577639751,5277.88944723618,,,,,,,,,,,,,
Uruguay,URY,Pupil-teacher ratio in lower secondary education (headcount basis),UIS.PTRHC.2,11.25142,,10.55901,,12.08782,12.8506,11.40186,11.45714,11.27878,10.1362,,,,,
Uruguay,URY,Pupil-teacher ratio in upper secondary education (headcount basis),UIS.PTRHC.3,20.60987,,27.71312,,19.25019,20.26892,18.64145,15.04862,14.91404,13.78374,,,,,
Uruguay,URY,"Teachers in lower secondary education, both sexes (number)",UIS.T.2,15687,,17438,,14348,13735,14296,15096,15887,17159,,,,,
Uruguay,URY,"Teachers in upper secondary education, both sexes (number)",UIS.T.3,6767,,5755,,7774,7229,7073,7219,7329,8231,,,,,
Uruguay,URY,"Percentage of teachers in upper secondary education who are trained, both sexes (%)",UIS.TRTP.3,,,,,,,,,,,,,,,
Uruguay,URY,"Percentage of teachers in lower secondary education who are trained, both sexes (%)",UIS.TRTP.2,,,,,,,,,,,,,,,
Uruguay,URY,Government expenditure per secondary student as % of GDP per capita (%),SE.XPD.SECO.PC.ZS,9.58391,8.00892,6.49868,8.45562,9.91775,10.6853,,,,,,,,,
Uruguay,URY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,33332795730.3361,31227636913.0525,32106819319.9864,34640523009.384,38422509707.3477,41226109196.7079,45091856187.7131,49275715481.1692,51756824316.2546,56477080964.0197,60618737180.8228,63757573710.9471,68007917073.5231,71414061067.239,
Uruguay,URY,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 3: Teacher salaries,SABER.PRVT.GOAL1.LVL3,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 1: Teacher standards,SABER.PRVT.GOAL1.LVL1,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 2 Lever 1: Are entry requirements set up to attract talented candidates?,SABER.TECH.GOAL2.LVL1,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 2 Lever 2: Is teacher pay appealing for talented candidates?,SABER.TECH.GOAL2.LVL2,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 2 Lever 3: Are working conditions appealing for talented applicants?,SABER.TECH.GOAL2.LVL3,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 2 Lever 4: Are there attractive career opportunities?,SABER.TECH.GOAL2.LVL4,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 8: Motivating teachers to perform,SABER.TECH.GOAL8,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 8 Lever 3: Is teacher compensation linked to performance?,SABER.TECH.GOAL8.LVL3,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 8 Lever 2: Are there mechanisms to hold teachers accountable?,SABER.TECH.GOAL8.LVL2,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 8 Lever 1: Are career opportunities linked to performance?,SABER.TECH.GOAL8.LVL1,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 7: Supporting teachers to improve instruction,SABER.TECH.GOAL7,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 7 Lever 3: Is teacher professional development assigned based on perceived needs?,SABER.TECH.GOAL7.LVL3,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 7 Lever 2: Is teacher professional development collaborative and focused on instructional improvement?,SABER.TECH.GOAL7.LVL2,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 2: Teacher appointment and deployment,SABER.PRVT.GOAL1.LVL2,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 6: Monitoring teaching and learning,SABER.TECH.GOAL6,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 6 Lever 3: Are there multiple mechanisms to evaluate teacher performance?,SABER.TECH.GOAL6.LVL3,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 6 Lever 2: Are there systems in place to monitor teacher performance?,SABER.TECH.GOAL6.LVL2,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 6 Lever 1: Are there systems in place to assess student learning in order to inform teaching and policy?,SABER.TECH.GOAL6.LVL1,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 5: Leading teachers with strong principals,SABER.TECH.GOAL5,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 5 Lever 2: Are principals expected to support and improve instructional practice?,SABER.TECH.GOAL5.LVL2,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 5 Lever 1: Does the education system invest in developing qualified school leaders?,SABER.TECH.GOAL5.LVL1,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 4: Matching teachers' skills with students' needs,SABER.TECH.GOAL4,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 4 Lever 2: Are there incentives for teachers to teach critical shortage subjects?,SABER.TECH.GOAL4.LVL2,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 4 Lever 1: Are there incentives for teachers to work at hard-to-staff schools?,SABER.TECH.GOAL4.LVL1,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 3: Preparing teachers with useful Training and experience,SABER.TECH.GOAL3,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 3 Lever 2: To what extent are teacher-entrants required to be familiar with classroom practice?,SABER.TECH.GOAL3.LVL2,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 3 Lever 1: Are there minimum standards for pre-service teaching education programs?,SABER.TECH.GOAL3.LVL1,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 2: Attracting the best into teaching,SABER.TECH.GOAL2,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 1: Setting clear expectations for teachers,SABER.TECH.GOAL1,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 1 Lever 1: Are there clear expectations for teachers?,SABER.TECH.GOAL1.LVL1,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 1 Lever 2: Is there useful guidance on the use of teachers' working time?,SABER.TECH.GOAL1.LVL2,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (School Autonomy Accountability) Policy Goal 2 Lever 1: Autonomy in teacher appointment and deployment decisions,SABER.SCH.ATNM.GOAL2.LVL1,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (School Autonomy Accountability) Policy Goal 1 Lever 3: Legal authority over the management of teacher salaries,SABER.SCH.ATNM.GOAL1.LVL3,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Engaging the Private Sector) Policy Goal 1 Lever 4: Teacher dismissal,SABER.PRVT.GOAL1.LVL4,,,,,,,,,,,,,,,
Uruguay,URY,SABER: (Teachers) Policy Goal 7 Lever 1: Are there opportunities for professional development?,SABER.TECH.GOAL7.LVL1,,,,,,,,,,,,,,,
Uzbekistan,UZB,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,,,,,,,
Uzbekistan,UZB,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,,,,,,,
Uzbekistan,UZB,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,,,,,,,,,,,,,,,
Uzbekistan,UZB,Pupil-teacher ratio in secondary education (headcount basis),SE.SEC.ENRL.TC.ZS,12.03342,12.20211,12.91747,12.97119,13.30873,13.03556,13.06257,12.57795,12.27106,13.00627,13.27681,,,,
Uzbekistan,UZB,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,,,,,,,,,,,,,,,
Uzbekistan,UZB,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,,,,,,,,,,,,,,,
Uzbekistan,UZB,Pupil-teacher ratio in lower secondary education (headcount basis),UIS.PTRHC.2,,,,,,,,,,,,,,,
Uzbekistan,UZB,Pupil-teacher ratio in upper secondary education (headcount basis),UIS.PTRHC.3,,,,,,,,,,,,,,,
Uzbekistan,UZB,"Teachers in lower secondary education, both sexes (number)",UIS.T.2,,,,,,,,,,,,,,,
Uzbekistan,UZB,"Teachers in upper secondary education, both sexes (number)",UIS.T.3,,,,,,,,,,,,,,,
Uzbekistan,UZB,"Percentage of teachers in upper secondary education who are trained, both sexes (%)",UIS.TRTP.3,,,,,,,,,,,,,,,
Uzbekistan,UZB,"Percentage of teachers in lower secondary education who are trained, both sexes (%)",UIS.TRTP.2,,,,,,,,,,,,,,,
